count,overhead1,overhead2,overhead3,overhead4
37,2.32182398015,1.72518206142,1.91459817216,1.13016947472
38,1.49802735981,1.04882307817,1.15299268895,2.67761997864
39,1.09529025192,1.08020040026,3.11543883986,1.3206425192
40,1.23203170179,2.1557854831,1.31731726784,2.44459399806
41,1.58504896455,2.04469515248,1.49845481003,1.39659731785
42,1.69323271459,1.03381190839,1.13199783059,2.35164197939
43,1.61268409084,1.59423057287,1.8926525777,3.15673275118
44,1.65990233315,1.20914357337,2.30736080444,2.24378722571
45,1.59195711229,1.88389527008,1.20522234133,2.01026363292
46,1.35004681195,3.13197478389,1.73749469151,1.91999910624
47,2.29337351075,1.07508119659,2.93185329483,2.38601138265
48,2.95114862632,1.11742003174,2.93389550044,2.26766604082
49,2.35552774018,1.74932525782,1.53164058908,1.83687094304
50,1.88192237839,1.46701252886,1.99363734123,1.65040710995
51,3.06340614893,1.57862122808,1.91337980019,2.41037653341
52,3.33953494654,2.36119515405,2.09500295626,1.82553420174
53,1.4253977433,1.15608230416,1.71867983681,3.4892211592
54,1.07869211072,1.20012871881,1.27558551729,1.92285486314
55,2.99421772053,1.14864111194,2.34939242384,2.22724202488
56,3.40239968688,2.43846971981,1.49701769852,2.52134968703
57,2.70250179955,1.89747659805,1.16444661328,2.69499137212
58,1.0584503407,1.79125273555,1.39463934794,1.74613420928
59,1.10060183017,8.71891703748,3.37826363431,2.34130125975
60,1.92784710679,2.40287618244,1.32561718179,2.28669328571
61,1.07375416828,1.29007511583,1.25429507777,2.23657521138
62,1.4576759408,2.12695664979,1.45990302001,2.20579052169
63,2.18681226864,1.72775438662,1.57232247678,1.10402020034
64,1.83040448375,1.18887925935,1.79457042856,1.22985834729
65,1.66848509321,8.01198514296,2.94652066223,1.53356230429
66,1.74819073254,1.43702952599,1.04820168322,3.43424816691
67,1.31483929308,1.32547350571,2.37051125386,2.43249241096
68,1.69706037178,1.1740700826,1.82577627391,3.12355366635
69,2.52939400149,9.03795242423,1.65031367842,1.29745512077
70,1.08681165816,1.64985338737,2.70395400329,1.84153731041
71,1.14516136737,2.31469553392,1.48232315663,1.98223051484
72,2.34718490556,1.9318476785,1.67135791463,1.95432065008
73,1.99251396178,1.64747810331,2.56722395762,1.22529102365
74,1.72124927449,1.7220558446,2.99988572849,2.17902172923
75,1.34867747935,1.88867011066,1.4587129032,1.88070697286
76,2.28341029325,1.11123793977,1.14088504414,1.69120489521
77,1.5816868543,2.88100091814,1.48634525034,1.56464965736
78,2.31294161975,1.67732986381,1.45749041348,1.26639797051
79,1.2202015642,3.27708000805,1.37287273813,3.48544939131
80,1.32254772581,1.23609175268,1.17025943184,1.46974903764
81,1.50833259763,1.23780153793,1.38839756172,2.10914360571
82,1.20909104233,2.80373285019,2.21582310191,4.10860723491
83,1.03162566957,1.04073409311,2.29488637406,1.73144165112
84,4.62139574769,1.77819375938,1.81938318603,1.88893767015
85,1.22385314547,1.12979172508,1.14413917175,1.15864154682
86,1.57933838774,2.08906965927,1.2164437499,1.34485961603
87,2.05235107012,2.63861576453,1.79543892964,1.76685516777
88,2.81938008598,1.66970466784,1.45947686158,2.22792969746
89,1.81030808419,2.14759362308,1.29020062262,1.37560691609
90,2.86653015344,3.17032443738,2.84830226749,6.31371929285
91,2.90237463272,1.16782231752,2.1261215002,1.0
92,1.36560842063,2.01255628252,1.34665606972,5.21666045397
93,1.37538735806,1.8227212488,1.18608619945,2.71831281113
94,1.17639187316,1.56492557075,1.20558189803,2.10312400824
95,1.13777370019,2.10042355799,2.6111840078,1.85613576963
96,1.68930148221,1.23234500477,4.84656208737,1.84486826066
97,1.26190836746,1.09510813611,1.31278470287,2.69317207546
98,1.8402586127,2.16327369595,1.44787975099,1.91520664197
99,2.41180368489,1.09973462504,1.3151337546,3.62858781815
100,1.62293962119,1.2313951083,2.27893191,2.05341858696
101,1.44948751241,2.26482111359,1.7526424404,1.81062656447
102,1.72255973821,1.94642615502,2.00224358582,2.47967738032
103,4.22876689157,1.18745064043,1.12430193453,1.433834123
104,3.17261743948,1.19942367837,1.65108169596,4.73254635225
105,1.48258558784,1.15729811273,3.48445095224,1.58190962548
106,2.60583216097,2.21200628421,1.63865569494,2.08548928375
107,1.07390785173,1.97977381538,1.43202188042,2.02144857331
108,1.92909085734,1.65921690431,1.2527054813,5.29640442873
109,1.09272153333,1.32986859664,3.30633337953,1.22479426284
110,2.05582304624,1.0725395107,2.4798010438,1.89983099797
111,1.42355109374,1.3059738766,1.42858600598,1.73755549876
112,2.50993595591,1.62812612501,1.45924568869,1.10396534689
113,1.59197973266,1.85132351656,1.13772625951,4.13425188774
114,1.49002660839,1.41195215416,2.12757387152,2.32174074551
115,1.13161330015,2.04379427704,1.22999349725,1.47909576351
116,1.47829588896,2.54389410087,4.3366335477,3.02896610118
117,1.28387341419,1.13213551149,1.88559793247,1.94396051976
118,1.33154938514,1.02173746456,4.20247427253,2.27730597817
119,2.98725898145,2.48483517799,2.44078269372,2.41186927655
120,1.10422572352,1.8862038959,2.86978702326,1.82449562637
121,3.9068520248,1.99608465618,1.13403733733,1.57063894635
122,1.99404047346,1.32655304822,1.81230641776,2.85512764418
123,1.34736646512,1.32915922322,1.18952501977,2.1609497649
124,3.55456413544,1.37517819352,1.64279740969,3.77244859244
125,1.99962215514,1.67615539872,2.53396945608,1.0
126,1.50708436448,1.13781396142,1.5225439626,2.17696393301
127,3.50346371097,2.28815393205,2.32847247179,2.08000482327
128,3.08121048491,2.33563646124,1.31836854509,1.93599590469
129,1.37312180292,2.14155370099,1.74207178974,1.39985447638
130,3.28884483078,1.02189314929,1.14355347814,2.83110743876
131,2.80035083195,1.7165432271,10.0485511574,1.60780460525
132,2.15533128704,1.44187895005,1.69003137181,1.41914546524
133,1.22694355906,1.58410950176,1.62821087687,1.37811805538
134,3.30133285153,1.54376702509,1.75433168762,3.05001693771
135,1.62095246291,1.8332439412,1.93761892941,1.84286027156
136,2.42463508886,2.15404004136,2.13747118816,1.22774382884
137,2.25055815686,1.14128978852,1.06366303314,1.17899299927
138,1.01365721435,2.00916403542,1.4582690021,1.86403658815
139,4.06983700984,1.06235980092,2.4280124994,1.66065873875
140,3.58487105063,4.07880629923,1.06529768306,3.22528113727
141,4.55671472193,1.93157240091,5.15752198258,2.31357445122
142,1.76318267665,1.70770260519,1.04118711535,2.01895469523
143,2.06287375568,1.25372058926,1.33618158889,1.24733217756
144,3.39702076167,1.83713021927,2.04253352892,1.40527011249
145,2.85226361221,1.9356219971,1.75965429409,1.88962298707
146,1.58097589128,1.9620399495,2.07371661738,2.04130789554
147,5.88435531652,2.03481268681,3.00426451966,2.65317788156
148,1.66854439884,1.24626533251,6.18276169883,2.84039473082
149,1.77309496026,1.17510440141,1.85292614705,1.10966628094
150,2.94214335405,3.02858343345,1.77991259323,2.00179291325
151,1.18537088523,1.27864111928,2.2699968582,2.85666499812
152,1.53641725369,1.4019702964,2.78042001522,1.37890225703
153,2.81323702398,2.93129785515,1.96533229291,2.00223959028
154,1.93466869209,2.34748181633,1.68332204956,1.54808149037
155,1.32933378566,1.05458590618,2.07636708365,2.26743403474
156,1.48685830599,1.78952742816,2.44944371233,1.30096519002
157,4.01071695714,2.58808231341,1.60465060428,1.5828593298
158,1.95193664123,4.61223210758,1.156665728,1.58600702482
159,7.87794196331,2.47492817483,3.21953711525,1.0844148237
160,2.05203141439,1.20242311062,1.19068825727,2.30496665265
161,1.49332489897,1.02147881031,1.22546930909,2.02223474195
162,2.06078935267,1.17930586903,1.60577269727,1.6029100062
163,4.5235667536,2.24372792752,2.03743839294,2.518453942
164,1.31378622744,1.81741649626,1.09497069608,1.06297108314
165,2.7798907818,1.42400922116,1.29048868613,2.34286874303
166,2.42041856514,1.78437251013,1.14757670799,2.54048499341
167,4.81258615278,1.55335552821,3.3018673911,1.26768213348
168,1.39474956016,1.13446192368,2.15240307648,1.49260523119
169,1.18767274422,1.19597549453,1.17411640649,1.47091721336
170,1.3576323794,1.64678628261,1.57301558078,2.24645673113
171,5.18175737457,1.08529577601,1.11252987084,1.56052536988
172,1.63787275188,1.42331796234,1.11078878456,1.58055295504
173,2.82713669448,2.15612450399,2.25838895762,2.07739236372
174,1.32643131453,1.14611668638,1.70284741636,2.00549998905
175,1.67127595611,1.30938281664,2.0020002265,2.36683877058
176,2.01034432794,1.56269828793,1.94472756173,2.93970557189
177,5.77437246829,1.84275459809,1.87677594379,2.06665674751
178,1.10604934535,1.68731453822,1.90491271874,1.64276774056
179,2.2618052538,1.03228024687,1.12226552266,1.94715499136
180,1.56224985211,1.23198440147,1.68041480368,1.44064531307
181,1.87742042406,2.23946216702,2.21206175079,1.70575131606
182,2.07005191926,1.99979533209,2.08674512388,1.2150922528
183,1.24822762481,1.059436441,1.10086805816,1.77880523302
184,1.24410180857,2.20668654165,1.80290875093,1.76599672446
185,2.35210756453,2.07544298055,2.21424715017,1.9119597117
186,1.75114578302,1.26855120775,1.92834506274,2.44506361946
187,1.70811753881,2.72570825245,1.0899711458,1.37800143351
188,2.7149395023,2.10708182637,2.06089614878,1.1583401373
189,1.36721367646,1.65029304871,2.46351844052,1.30942612218
190,1.04739623992,2.66870805045,1.50536614133,1.32743911625
191,1.61840781107,1.8166899311,2.22584918568,3.60494850138
192,1.54133837415,1.69850015704,1.61833965685,1.45158461536
193,2.25238299078,1.38983392883,1.5075833529,1.13807934841
194,1.65540602333,1.21168679965,4.25397807461,2.95925709671
195,1.72481208208,1.60564827158,1.68479946995,1.89653631085
196,2.04410403329,1.51916706014,1.41936388265,1.17540019606
197,1.13801533707,3.48423605152,1.00843549485,2.99134830916
198,1.36805217808,1.60791811517,1.77219665401,1.0008418952
199,1.27965394204,2.32775511736,1.6610215167,1.1388764407
200,1.47763761724,2.05552214924,1.22347432368,3.0540765805
201,1.5821384036,2.38441661205,2.71293317118,1.55531666868
202,1.17552260913,2.14145862977,6.12880962423,1.37462298729
203,3.36402202747,1.11004131558,1.05344208298,1.63154988349
204,1.91106404133,1.0591001576,1.84750144762,1.66393972607
205,1.48019762949,1.47405491223,2.0256006908,1.60768667655
206,2.25449403717,1.23953595486,1.84540258137,1.91187234982
207,1.09901954803,4.73831962333,1.12280226047,1.77287101656
208,1.66877170195,3.86037583868,2.5548897708,1.39703568104
209,1.44822349244,1.32385973727,2.11862586797,1.38000692108
210,2.40975820402,1.41721598294,1.53096713025,1.74545430353
211,2.00923790958,1.59001890237,1.24258411795,1.81350565557
212,1.19830788816,1.65479635523,1.92846329264,2.21100892768
213,0.997964729175,1.99910986835,1.88205779872,1.73408454643
214,1.15309608668,1.12113013715,1.43683497374,1.30035535478
215,12.7196804609,1.62258936928,2.51289463273,2.45373440287
216,1.13268083125,3.43669760861,1.92371018758,2.32041686079
217,3.56161068914,2.99045851458,1.53201983738,1.92186581587
218,1.3080526895,1.52166327243,1.9963730372,1.89263289799
219,1.95766152058,1.1246017206,1.40597562374,1.53839877971
220,1.18486044593,2.00076548065,1.94039660829,1.61730940991
221,3.28392519327,1.25142238903,1.91975333682,1.23091363811
222,2.58575085107,1.33748679531,1.87020724089,1.93068443703
223,2.07576571798,2.23167567981,1.08112328467,1.26198453821
224,3.29104528903,1.1014492137,1.28441596697,3.55930852809
225,3.81572556069,2.40893954353,1.67436139042,2.59825271129
226,2.18768584239,1.12578573697,1.20747543638,1.7057442218
227,1.8489389756,2.26139450695,1.14028995109,1.11232517736
228,2.61241511358,2.07227252941,1.19914102098,3.54767184035
229,4.13925971491,1.69182534871,3.29970398567,1.37284793549
230,1.53166427345,1.93763524473,3.41843925413,2.31587854247
231,2.00615371169,1.90790441343,1.6306131716,1.06231348135
232,3.8340241282,1.17134787794,1.06723800377,2.45586831734
233,1.30380243711,1.07390519616,1.53517588157,2.22599227726
234,1.06620107806,2.04183887936,2.28575458627,1.15541036891
235,1.2624136711,1.32055423865,1.98654526426,1.82734765939
236,2.00750489917,2.06287976565,1.60784250934,1.88030318108
237,1.03987231282,5.54806103424,2.12669278832,2.29396512798
238,2.37042858946,1.94909504023,1.09003712974,1.16241118727
239,2.00632792664,1.20369328317,1.24374415383,1.14680987527
240,1.7828018322,2.00375646813,1.20482268563,2.55996605547
241,3.85948195429,2.94868308495,2.15785093836,2.74519083027
242,2.00120265293,1.62884348684,1.20983466105,1.86038171688
243,1.2151109238,2.59567269461,6.11872066117,1.79666577122
244,3.15054571244,1.40587044534,1.10291909697,1.32414538954
245,2.45453680545,7.51723546068,1.83725611387,11.8200500222
246,1.35838882543,2.47397641125,1.68883019627,1.89737686341
247,1.83039001059,1.58906009372,1.12261900177,1.82893056036
248,2.92521957786,1.5955031704,2.01282880217,1.34569905626
249,2.97259222998,1.71798468054,10.4173934292,1.06327548189
250,1.37227537997,1.67138448806,3.20748438827,1.14763063613
251,3.5473022978,1.76184884109,1.65109345895,4.78625809689
252,2.25065508212,1.87123691951,1.60930126042,1.97736956339
253,2.11690766635,1.01007254363,1.17214624953,2.0078130122
254,2.15529576727,1.8969911428,1.55321601631,1.52561736593
255,2.17393271994,1.75346787442,1.21963629972,2.22054614717
256,1.85475430441,2.14664259141,1.65153293703,1.79563109875
257,2.28590383558,1.62568790404,1.49972797041,1.58779273742
258,2.91785291465,1.04209862765,1.61690534975,1.94681742223
259,1.330431814,1.80292656394,1.66740412905,1.49987409166
260,1.62861209928,2.37247335672,1.08678388105,18.146753735
261,1.78814107666,2.86575005517,2.08146322554,1.2317335429
262,1.53546084373,1.80136904473,2.06159442171,1.07286627845
263,1.63420400081,1.17245453661,1.77319139878,1.54071103945
264,3.43370248478,1.09445705609,1.38492145167,2.23912953668
265,1.52946591994,1.22574132583,2.29120380044,2.00903078691
266,1.62827001876,1.62419406773,2.4314609959,1.11169599202
267,2.2995380889,2.76251520437,1.99686187537,1.10211117449
268,1.0,1.70568084509,1.21225638802,1.48187034276
269,2.1809236629,1.39314470023,3.31554564709,1.50106222158
270,1.59098612993,2.42633097477,1.38283237697,2.47481456339
271,1.17738658476,1.40634129734,1.09644426935,3.67817531769
272,1.35592632824,2.6318264692,1.11412013719,1.93861334069
273,1.26295331505,1.06102519766,2.07194020721,3.20919521899
274,2.08361008085,2.75333843489,2.02594931989,1.44270643039
275,1.74536127059,1.2476011769,2.00124206639,1.07204735611
276,1.09956240437,1.68340392628,1.30414938555,5.11233424974
277,1.6966766047,1.96462050587,3.48053383127,1.49162371134
278,1.03314778449,1.68244400092,1.72478453837,2.21182246462
279,1.3702820907,1.06537801277,1.5935460849,3.02336511463
280,1.3792225663,1.55673576418,2.24145056999,2.23489591818
281,10.3057435701,1.5380393016,2.3674514116,2.56376651105
282,2.80043703082,1.13741310089,2.58448351997,3.06659635625
283,1.42374035126,1.18751263777,3.51527316684,1.22490280663
284,1.85880591513,1.14788897235,3.48128623558,10.3661921591
285,2.21498337875,1.07281349819,1.59618511378,2.35084835768
286,2.82306546798,4.64367343516,1.32852251861,1.57931631239
287,1.90690663247,5.07655986661,1.44531892645,1.99152697078
288,2.1863730134,1.15755584876,2.04892873646,1.20524418759
289,9.53675234686,3.07840768461,3.5029849142,1.5743969734
290,2.53601811159,1.10773336451,1.71351055679,1.98392299666
291,3.20503379558,1.89331029289,2.7292211209,1.9056032874
292,2.25707194991,1.51926579189,1.42378888871,1.93214085613
293,1.14598346379,2.20216508383,1.49710520675,1.98106238848
294,2.74054012798,1.77345260728,1.55441737222,1.43998417191
295,1.24043902761,5.71418079937,1.78949295095,1.1112585971
296,2.45604662736,1.07679544622,2.60296346616,1.04828576525
297,7.70996126685,1.71497332319,1.16492246237,1.33029187294
298,1.13603598638,1.67544019332,1.1937257623,1.70130307891
299,3.09261323622,3.13810696051,1.57039021249,1.72887192708
300,1.42784856008,4.08630208406,2.13196239754,1.6657383564
301,1.75845579143,1.77518887574,2.40860432513,1.68303740346
302,3.26030255065,1.41297658923,2.13339187004,1.38090084718
303,1.12777960641,1.7534537998,1.02885283352,1.71161041667
304,1.22030023313,1.72498681434,1.78582723028,1.75297573123
305,1.70355175871,5.16492903777,2.05059004202,1.64184664812
306,1.46777772746,2.84373394462,3.06747208796,2.03288189498
307,1.06838018767,2.8914804608,2.45263343804,2.60665580463
308,1.21525649796,1.05358971442,2.11068818111,1.8977588542
309,2.63240736964,1.56767259735,5.01035426186,2.88501459373
310,1.50868213826,1.95123858575,2.05128935486,1.99315715581
311,1.45885579823,1.0768729535,1.09876765068,1.41276575158
312,5.44233097076,3.89677471117,1.68447726312,2.4028204717
313,1.27793037442,1.65590151558,2.11283949064,2.27822991627
314,1.19689497709,2.34887712983,3.20332859528,1.11693743667
315,2.58029867788,1.34312876942,2.5212727234,3.55723793594
316,3.1071925331,15.4363606396,1.56841982955,1.45575889798
317,1.23317876661,1.9139780901,3.26779035435,1.05493605157
318,2.32753148896,2.73459803554,1.03669740969,4.20186772563
319,3.06038208214,2.30046963327,2.168429939,1.48905994438
320,1.93038756283,1.43568176014,2.4246684138,1.72598584629
321,2.16733856463,2.3279989435,1.55073748176,1.37758346544
322,3.42153874402,2.51114452382,1.24895036492,2.41574846729
323,1.14541465799,1.1854629797,2.37879186309,1.78451164525
324,1.13189028768,1.14212090585,1.31001126562,1.78705549342
325,1.62367035075,1.79637751511,3.74406979198,1.95162919462
326,1.90004484039,1.68416723628,2.96964906089,2.22353287779
327,1.56758580901,1.31295841042,1.1654745241,4.52673091725
328,1.0,2.67923994603,1.87683884209,2.71061143148
329,1.6986168742,1.53851622027,1.89181718197,3.72606547994
330,1.13811628972,3.49220051019,3.05537611782,3.15155696322
331,1.54634169382,1.97609341934,2.32184306621,2.35371511246
332,2.46825021171,2.69298467477,1.69966629808,2.78427118076
333,1.23391148281,1.45705166447,1.84691428157,1.19594356609
334,1.74855486801,1.52079610194,1.45904314564,1.43031604853
335,2.02883912219,1.35221941263,3.75077386217,2.32307275111
336,1.31841871401,1.1510976342,1.45448710822,1.92316272976
337,2.98247207067,2.93830923005,1.34630840686,7.26798129293
338,1.03920005388,2.44912042402,1.78483480591,3.58521722227
339,2.32995710881,2.38192797206,2.34716718411,2.20048058798
340,1.14074998768,1.57640731595,7.99335061828,1.72136936267
341,1.1805944483,2.65680102015,2.13425264435,2.50810184952
342,1.82021285533,1.17091993773,2.44407686981,2.31810602385
343,3.90420450898,2.21599050818,2.96943079405,1.9459663773
344,1.8190986124,1.74757998439,2.44864071579,5.54335627398
345,2.17678164026,1.42366138401,2.98396048372,3.05490763474
346,1.75824807535,1.42612249991,1.28927424523,1.44297396649
347,2.77380152654,1.24661198727,4.45617073983,1.06532365641
348,1.108267637,1.07773196111,2.78123940778,1.47221914432
349,1.3379691994,1.92319420324,2.09239112375,1.74705557122
350,1.06500841059,2.29130019193,1.19614385482,1.33770436473
351,2.61666916904,1.95644916677,1.12381389117,1.40642681167
352,9.58507706071,1.23288224326,1.95227003747,1.10339483072
353,1.08959363755,1.04131647622,1.43933576219,2.21997349289
354,1.54567234269,1.12571673586,1.31563155404,1.96785675742
355,1.34591323223,1.23835383035,1.93244063291,2.85874640921
356,1.5229594856,2.32596105083,2.2622846439,1.45080210519
357,1.4051016512,1.31354382046,1.71044677108,1.17839065549
358,1.1552857024,1.67383109835,1.77930521112,1.26553743012
359,1.5323883008,1.55805410237,1.82987301868,1.62888771606
360,1.78977497067,1.06528773726,1.86398040167,2.71830619842
361,1.19357072336,1.36939047142,1.92106752568,4.84464660267
362,1.45839202837,1.16603257035,1.60174233427,2.22208919386
363,1.15034953902,1.60831617179,1.46520782935,1.22788768023
364,1.65718838554,1.32800035992,3.45144839649,2.28444708966
365,1.50707072477,2.49752428991,2.05946495246,2.21960789721
366,1.60281138808,1.31482471074,1.98642349909,1.27464630383
367,1.67596243356,1.3117732319,8.33969988371,2.24493491355
368,1.78451176243,2.0710820518,3.31919407033,1.76529601873
369,1.25124600251,1.58391643008,1.11335400856,4.20688271189
370,1.11925857315,1.41360706129,1.53641784383,1.3338006915
371,1.99787375445,1.86351706378,1.17602419045,2.2332262732
372,1.88592880847,3.71374326398,1.14179009243,1.74780600009
373,1.48766346996,1.81823121862,1.6521191867,1.79017288229
374,2.26235707459,1.64802411706,1.81706507728,1.09690656566
375,1.3121495269,1.59926190181,1.12307730211,1.13146144549
376,1.11337081372,1.37015859826,1.32026127431,3.44984858349
377,1.08695249652,2.38808758427,1.61691783255,2.08133270212
378,4.30095429705,1.29419048178,1.45735282097,1.73320363084
379,3.25848362895,3.63536399365,1.65788924548,1.63777550668
380,1.16454491964,2.75755809919,1.45987869455,1.14652976471
381,1.0,1.21563977539,1.89380960601,2.04651992597
382,2.19805163213,1.35231135309,1.60002228216,1.5202364926
383,2.23539808496,1.09790908546,1.61862286896,1.19321249781
384,2.07284106669,2.08526367632,2.79517823484,2.16308243815
385,1.12417168122,2.22398128301,1.64981566023,5.49043202827
386,1.88963855699,1.53639154971,1.09334914513,2.94991136837
387,2.11104324437,1.65007868445,4.03863677173,1.97055967187
388,1.48188775039,2.36491047306,1.56439792307,2.64957301238
389,1.97094566947,1.67688487615,2.27550711084,1.28680084078
390,1.04131606964,2.5282129049,1.48157326944,4.27569832696
391,2.4404484905,1.94536574586,2.63040470493,2.69303017361
392,2.24333485481,1.1429091867,2.44059079752,1.68382002165
393,2.66932003171,1.55748159024,2.05034735373,1.41910830396
394,6.76142711638,2.2300121346,1.06239156343,2.06448138849
395,1.25668191993,1.15067197142,3.63226237666,1.76879476451
396,1.04513875218,1.92261670297,1.40203183194,1.39383140571
397,2.03585326231,17.5340690412,1.24080358558,1.97350284767
398,1.4256265995,1.1327769401,2.25652829513,2.04588136823
399,1.37250119229,1.12367683241,1.56265590438,1.59207980844
400,1.81603490454,1.25655902834,2.92415585169,2.17638576154
401,1.30658012949,2.23982974614,2.38338511384,3.28391534497
402,2.09805331886,1.85092140478,1.09742228007,1.77150471996
403,1.10473631884,2.14508648251,0.995841779718,1.58430810554
404,2.00346780218,1.50119838362,2.13593362201,1.29395905237
405,2.13586803296,1.71343417089,2.56348865487,2.13570924253
406,2.5360598188,3.40728868014,1.27636212504,1.97529532128
407,1.9333171666,1.77817651486,1.86191389108,1.65117418458
408,2.37011822239,1.15743142497,1.46804500018,1.08383708504
409,1.09315176333,14.4733720117,1.38820752705,3.47801452863
410,1.62703126011,1.70184449871,1.20437714199,1.69454960717
411,2.21607063782,2.76823116431,1.54619271611,3.7074933976
412,2.55489128474,2.06455321894,2.3738806089,2.20100804243
413,1.09296507559,1.83566599471,1.54419571841,1.18440688839
414,2.79649779898,1.99222428891,1.96619486265,3.95931141735
415,1.71180304793,4.95363409873,1.66118691475,1.43853750212
416,2.99551978666,3.36267867182,2.39782960827,2.8595809696
417,1.11756562606,2.05472783109,1.31788572725,1.53469888134
418,1.80863447618,1.57471915338,2.76259553002,2.50298674151
419,1.2667868039,2.13717194931,2.25248041992,5.67225374836
420,2.04786692318,3.30309944756,1.12772175321,13.8338703955
421,1.05202253892,2.27534214321,1.38525934379,4.67376132243
422,1.12040936144,2.66044716584,1.18174540528,1.37224471343
423,2.67735614946,1.86825294441,3.06935903134,2.22104250917
424,1.40300275529,30.0,2.53440897718,2.12959144039
425,1.57038702584,1.71791451208,1.65616749771,1.82797781803
426,1.34439304642,1.14049611868,1.37831136877,1.25530152334
427,1.63700967289,2.38901353402,1.92380287528,1.91596321615
428,1.14347941359,1.30692156107,1.04765505089,2.00968284205
429,5.90841395165,1.58594056785,1.58138746209,1.26385715332
430,2.70499781393,15.2838239746,1.24783763703,2.0312994192
431,1.95449805005,7.61544807902,3.17117092036,1.72625506196
432,2.39826152277,1.85535290363,2.46936592429,1.79045780008
433,1.59720201524,3.0802968747,1.91599784926,1.82886515255
434,3.00131825875,3.47015440609,1.80631041502,1.88703065732
435,1.05873829473,2.14674914582,1.09901115789,2.0229208265
436,1.06589594733,1.91095290732,1.43075908476,4.46866256021
437,1.14620020395,2.06945996498,1.7895471724,1.6288853094
438,3.83146992761,1.17448279335,1.85847559895,2.3114502446
439,1.95502678212,1.6357632105,3.08486242884,1.4453600448
440,1.70617166155,1.05241491657,2.40041029345,2.20077090962
441,1.14786450529,1.55373769091,1.37773478275,2.67307002612
442,1.73492030277,2.31744415443,1.8429851215,2.71398120666
443,1.48892535527,2.14695587885,1.92427654303,1.54226823742
444,1.10358255067,2.48839794888,3.32798284366,1.28953035904
445,1.26014060534,2.7596700761,2.29748601712,2.39821656935
446,1.71296590391,1.81575771987,2.48054279524,1.15002958546
447,1.14333755168,1.33601117094,1.27654150029,1.28767715905
448,1.30834996811,2.77335654445,1.84458276677,4.70743063691
449,1.24191574474,1.79923040246,2.1293950318,2.4161576002
450,1.68229381003,1.51058204645,2.17823241541,4.33699676956
451,2.67251038266,2.66827776146,1.22891433297,1.2044045778
452,2.32562836693,2.47687882681,1.15361957831,1.23202195436
453,1.14512885,1.93582810913,3.67288868377,2.54602205089
454,1.28406514269,1.39973675353,2.34641564732,3.15871199735
455,1.92689466409,3.72102394814,1.26383454444,1.41640882688
456,1.20112230885,1.62900269501,1.20483597573,1.62492432627
457,1.42878613612,1.59922029199,2.53294036794,1.17042171576
458,1.48932473787,1.12893706313,1.33840407667,2.84510400304
459,4.24613630426,1.85708970087,1.54639294681,1.87069831066
460,1.13573007368,2.68446385785,1.80562920143,1.94138873041
461,1.79497854725,2.69625689533,3.26212917456,1.36028000785
462,2.56611606346,2.36102760022,1.38771666155,3.47018756463
463,13.0571302652,2.62157691831,1.24305664212,5.69199728402
464,1.17200563333,2.40507888002,1.44772766279,1.55677439359
465,3.13473372999,2.01847167998,1.98834242872,2.16269737308
466,1.58769612347,2.2915150251,1.74805339208,1.22933377974
